,InVehicle_Longitudinal_Speed,GPS_Speed,InVehicle_Longitudinal_Accel,Epoch
56,11.06982481,10.97734446,-0.13936772,56
57,11.06446902,10.98021555,-0.108578632,57
58,11.05455671,10.97037172,-0.30623069,58
59,11.04357008,10.9645756,-0.219880473,59
60,11.03330007,10.94313016,-0.261678915,60
61,11.02730555,10.9387236,-0.176882576,61
62,11.01992879,10.92620602,-0.151681709,62
63,11.01604562,10.9084627,-0.096601799,63
64,11.0117108,10.87149514,-0.098330312,64
65,11.00779656,10.80952937,-0.089109797,65
66,11.00343906,10.74722801,-0.07713923,66
67,11.00025876,10.67829522,-0.094607738,67
68,10.99718715,10.60757718,-0.081151869,68
69,10.99344464,10.53083575,-0.11325943,69
70,10.98771121,10.43650942,-0.084282628,70
71,10.98202572,10.33573483,-0.06313409,71
72,10.97937718,10.24580311,-0.026734839,72
73,10.97969565,10.15726019,-0.073543498,73
74,10.97767659,10.05182141,-0.076260325,74
75,10.97019959,9.937522262,-0.193545855,75
76,10.95498693,9.811897391,-0.247699787,76
77,10.93262747,9.685780801,-0.40252637,77
78,10.90280075,9.545422546,-0.41594601,78
79,10.86752436,9.41021894,-0.509596738,79
80,14.39926832,9.270447697,-0.530777867,80
81,14.39926832,9.136227959,-0.651057392,81
82,14.39926832,8.98412462,-0.665468229,82
83,14.39926832,8.84159868,-0.749360316,83
84,14.39926832,8.689125032,-0.752937099,84
85,10.49320119,8.535916464,-0.865609232,85
86,10.40498595,8.364401184,-0.905914045,86
87,10.3113355,8.207012988,-1.008704689,87
88,10.21146726,8.037167402,-1.078484772,88
89,10.10480952,7.88516309,-1.139895393,89
90,9.993946994,7.706891034,-1.189956584,90
91,9.879265144,7.54096189,-1.210770341,91
92,9.758043311,7.376127998,-1.309817621,92
93,9.632048853,7.210011105,-1.2510809,93
94,9.498818656,7.040736597,-1.313032879,94
95,9.363309203,6.877486981,-1.326801964,95
96,9.225385757,6.708361363,-1.410225671,96
97,9.083449531,6.534530871,-1.481594007,97
98,8.940085321,6.370871624,-1.502235561,98
99,8.791926434,6.201169319,-1.548746854,99
100,8.638017243,6.026223634,-1.593174893,100
101,8.481411943,5.872579412,-1.604636299,101
102,8.319086978,5.701856784,-1.639206488,102
103,8.154838491,5.530747732,-1.632991142,103
104,7.990687121,5.364632262,-1.61797285,104
105,7.825105915,5.185224152,-1.664663178,105
106,7.656980163,4.996391943,-1.604401275,106
107,7.488498008,4.810122222,-1.654758048,107
108,7.32275771,4.630165166,-1.675787535,108
109,7.154515846,4.445791341,-1.649207531,109
110,6.987449936,4.257222483,-1.640290342,110
111,6.818240581,4.059483134,-1.633782186,111
112,6.648967836,3.871710483,-1.63951431,112
113,6.481149543,3.663862159,-1.596528591,113
114,6.312891785,3.495228177,-1.643771188,114
115,6.142812569,3.284549779,-1.641563691,115
116,5.97290496,3.094552757,-1.60850638,116
117,5.804623315,2.895354491,-1.62106692,117
118,5.636027383,2.697076718,-1.604029,118
119,5.467202341,2.49808216,-1.670209437,119
120,5.301962282,2.307727349,-1.728992879,120
121,5.147593326,2.147418179,-1.77189561,121
122,4.978645647,1.988490905,-1.818930992,122
123,4.799808004,1.854450765,-1.837536382,123
124,4.615253218,1.741767592,-1.814428197,124
125,7.917026529,1.671743482,-1.829009015,125
126,7.917026529,1.618415596,-0.812061039,126
127,7.917026529,1.598097797,-0.812061039,127
128,12.79802653,1.586462224,-0.812061039,128
129,12.79802653,1.562976403,-0.812061039,129
130,12.79802653,1.565271541,-0.812061039,130
131,12.79802653,1.560282961,-1.995915084,131
132,12.79802653,1.569691972,-1.987671245,132
133,2.854395239,1.582528722,-1.939726285,133
134,2.663347996,1.608834988,-1.799913345,134
135,2.478137003,1.655800568,-1.645461433,135
136,2.303939196,1.710902556,-1.444084329,136
137,2.14453347,1.796793441,-1.444084329,137
138,2.007179982,1.87502948,-1.444084329,138
139,1.888922887,1.977388297,-1.444084329,139
140,1.795859776,2.108736816,-1.444084329,140
141,1.723435819,2.250414888,-0.415660794,141
142,1.670577644,2.381028423,-0.284024264,142
143,1.632749927,2.520365157,-0.18795016,143
144,1.60664232,2.652046546,-0.075902828,144
145,1.592841034,2.788691681,0.011115252,145
146,1.590272379,2.917298011,0.069383827,146
147,1.599654262,3.039343238,0.159080058,147
148,1.616257181,3.154933561,0.261231509,148
149,1.647135717,3.259288,0.393437447,149
150,1.689933941,3.372101722,0.531855373,150
151,1.748935803,3.467626873,0.711494295,151
152,1.820514555,3.575662646,0.895012951,152
153,1.90277319,3.691440618,1.055158054,153
154,1.996578669,3.822309793,1.193003086,154
155,2.101813248,3.946700575,1.288367395,155
156,2.216890272,4.077747255,1.32652226,156
157,2.341401955,4.213096259,1.385815535,157
158,2.472048971,4.349919504,1.366197997,158
159,2.60492261,4.484208888,1.351880259,159
160,2.737920348,4.599156334,1.304743333,160
161,2.872509647,4.741081189,1.249376619,161
162,3.006009326,4.876317555,1.214208597,162
163,3.138713481,5.00694982,1.219987617,163
164,3.270837299,5.13866453,1.250410552,164
165,3.401036573,5.270891534,1.235927328,165
166,3.533583431,5.397522792,1.225356837,166
167,3.667093163,5.528538615,1.165231725,167
168,3.796802951,5.644151259,1.179001121,168
169,3.926741348,5.766847496,1.230978874,169
170,4.054595113,5.895130229,1.216504208,170
171,4.183929127,6.02193717,1.195457902,171
172,4.312842774,6.160161469,1.227266661,172
173,4.439198407,6.293113589,1.260964148,173
174,4.568940008,6.452204911,1.269834957,174
175,4.702653553,6.605800899,1.276309262,175
176,4.836264291,6.772601045,1.270552433,176
177,4.968299279,6.91210943,1.282073938,177
178,5.096182509,7.060714682,1.269518715,178
179,5.222536323,7.215681234,1.213186089,179
180,5.344772196,7.348218998,1.187795163,180
181,5.46100091,7.511728074,1.122094479,181
182,5.582600947,8.929799914,1.14751767,182
183,5.701367305,8.929799914,1.139867476,183
184,5.823318708,8.929799914,1.202417425,184
185,5.946093709,8.929799914,1.253310148,185
186,6.073222007,8.929799914,1.269489764,186
187,6.205028249,8.32117254,1.349431752,187
188,6.334995743,8.450346776,1.381571763,188
189,6.468874154,8.566281403,1.384064829,189
190,6.604856702,8.684909048,1.469740865,190
191,6.746877633,8.803003231,1.474619653,191
192,6.891054159,8.925011657,1.493903497,192
193,7.037554156,9.027386366,1.429362233,193
194,7.181997996,9.14722378,1.403221315,194
195,7.322689949,9.259536962,1.415588711,195
196,7.460643341,9.373022573,1.393168795,196
197,7.601100976,9.479589318,1.429216064,197
198,7.744886763,9.566945594,1.293052993,198
199,7.885848665,9.652915084,1.251326558,199
200,8.020247149,9.729403579,1.084605985,200
201,8.149104868,9.80424777,1.565644519,201
202,8.276170176,9.878031005,1.424070637,202
203,8.406429458,9.93118721,1.299779696,203
204,8.535267912,9.984004584,1.429190007,204
205,8.660067679,10.03532546,1.329721189,205
206,8.780419116,10.08347177,1.215196247,206
207,8.898273922,10.14332278,1.178780203,207
208,9.01505761,10.19325203,1.120755997,208
209,9.128057305,10.2628729,1.251361398,209
210,9.236794828,10.3100757,1.430539426,210
211,9.337168443,10.34841365,1.351670177,211
212,9.437440854,10.40652056,1.14211806,212
213,9.53163626,10.46045251,0.99965981,213
214,9.621396401,10.5078664,0.853759298,214
215,9.704917517,10.5838426,0.778720898,215
216,9.779382966,10.63887704,0.661062222,216
217,9.846488427,10.69292637,0.543743585,217
218,9.909723236,10.76166725,0.416191063,218
219,9.974635496,10.80017552,0.234000128,219
220,10.03476862,10.85326999,0.279224243,220
221,10.08916252,10.89826802,0.2807846,221
222,10.14311987,10.9336085,0.329092691,222
223,10.19525762,10.97023047,0.081334404,223
224,10.25357175,11.0076486,0.104909747,224
225,10.31114049,11.02371274,0.326516254,225
226,10.36891596,11.05515089,0.231443892,226
227,10.42233963,11.05157945,0.303563743,227
228,10.47408788,11.05285987,0.329994815,228
229,10.52611433,11.05976429,0.3545264,229
230,10.58059475,11.06702466,0.382912686,230
231,10.63311454,11.06260554,0.351219935,231
232,10.68420309,11.07728919,0.343812269,232
233,10.73499757,11.07967624,0.406539227,233
234,10.78932961,11.09516261,0.452320108,234
235,10.84099061,11.09313762,0.265609717,235
236,10.88770018,11.08610637,0.291812245,236
237,10.92629357,11.08333474,0.122258898,237
238,13.13371363,11.07534224,0.08236793,238
239,13.13371363,11.07492343,0.068976845,239
240,13.13371363,11.05518138,0.00155211,240
241,13.13371363,11.05493354,0.030958044,241
242,13.13371363,11.06391555,0.015732568,242
243,11.06015023,11.06241874,0.00986138,243
244,11.06866441,11.04216763,0.00557633,244
245,11.07637942,11.03766098,0.039136126,245
246,12.38026098,12.47140405,0.22610148,246
247,13.34239694,13.52045032,0.205326068,247
248,14.05586249,14.29205987,0.258296659,248
249,14.5908392,14.84799519,0.323162068,249
250,14.99329518,15.2695677,0.454360172,250
251,15.29603083,19.47022363,0.429570591,251
252,15.5267359,19.47022363,0.448165284,252
253,15.70336919,19.47022363,0.435531352,253
254,15.83978857,19.47022363,0.337213036,254
255,15.94535682,19.47022363,0.312625299,255
256,16.02990928,16.26084563,0.257992878,256
257,17.09012547,16.31030728,0.223360776,257
258,17.09012547,16.34779462,0.056576927,258
259,17.09012547,16.38209619,0.081599626,259
260,17.09012547,16.41740447,0.073657134,260
261,17.09012547,16.43775954,0.41376837,261
262,16.30517861,16.47135764,0.572898924,262
263,16.33004497,20.81115673,0.322167234,263
264,16.35269596,20.81115673,0.128690207,264
265,16.37147885,20.81115673,0.223328574,265
266,16.38893963,20.81115673,0.297640828,266
267,16.40618596,20.81115673,0.18940522,267
268,16.42252529,16.61226406,0.199507652,268
269,16.43745188,16.63606399,0.138747453,269
270,16.44834596,16.65107414,0.146812304,270
271,16.46004941,16.68257621,0.273242087,271
272,16.47459451,16.69765438,0.255454438,272
273,16.48746164,16.72323618,0.31060563,273
274,16.50060484,16.74204576,0.366580476,274
275,16.51319875,16.76785196,0.339299973,275
276,16.52989501,16.78321575,0.466138322,276
277,16.54808355,16.78970875,0.474854015,277
278,16.56586157,16.80152788,0.517902322,278
279,16.58333917,16.81890031,0.402572008,279
280,16.602849,16.8233886,0.423219505,280
281,16.62309153,16.83513294,0.433047922,281
282,16.64536955,16.84453736,0.22533888,282
283,16.67063468,16.86014743,0.257179793,283
284,16.69582791,16.86654245,0.359034144,284
285,16.72021872,16.87815148,0.265658933,285
286,16.74402307,16.88579137,0.286607134,286
287,16.76740021,16.90191825,0.134183072,287
288,16.79121604,16.90133248,0.143481019,288
289,16.81610201,16.9125668,-0.017445909,289
290,16.84251977,16.92451451,-0.003871664,290
291,16.86630304,16.92837544,0.619235983,291
292,16.88966479,16.93688525,0.691412002,292
293,16.90671521,16.9357381,0.508242848,293
294,16.91915936,16.95350408,0.447932406,294
295,16.93049286,16.96758109,0.734100126,295
296,16.94326696,16.97369011,0.707111487,296
297,16.95859374,16.97509462,0.655967813,297
298,16.97203111,16.98750381,0.608158859,298
299,16.98408951,16.99933724,0.447481058,299
300,16.99664272,17.01102792,0.408826822,300
301,17.00655483,17.02386414,0.469712786,301
302,17.0152901,17.02351425,0.262580564,302
303,17.0239167,17.02450836,0.158575673,303
304,17.03696668,17.04133845,0.433817394,304
305,17.05174431,17.03723979,0.582290549,305
306,17.06478089,17.0370248,0.370949898,306
307,17.07204434,17.04478131,0.337247938,307
308,17.07359332,17.05460735,0.317891802,308
309,17.07847604,17.04678515,0.455754732,309
310,17.08504109,17.06051229,0.388660158,310
311,17.09208404,17.05859167,0.308245418,311
312,17.09722429,17.0664914,0.286242432,312
313,17.10022565,17.06656504,0.238737507,313
314,17.10241617,21.97834318,0.314127973,314
315,17.10476513,21.97834318,0.091376619,315
316,17.11023171,21.97834318,0.086033843,316
317,17.11572244,22.79734318,-0.279496655,317
318,17.11972982,22.79734318,-0.016932736,318
319,17.12115359,22.79734318,-0.239343502,319
320,17.12219272,22.79734318,0.043818976,320
321,17.12445211,22.79734318,-0.022050235,321
322,17.12685134,17.00395546,-0.012473134,322
323,17.13235487,16.9834394,0.088855203,323
324,17.13487033,16.96929878,0.110398756,324
325,17.13445501,16.95536877,0.314799282,325
326,17.13565288,16.93534512,0.327712943,326
327,17.13652714,16.92073099,0.143219769,327
328,17.13716521,16.89118401,0.081942999,328
329,17.13612991,16.85504224,0.094871865,329
330,17.13237288,16.82255589,0.418769749,330
331,17.12662885,16.79273743,0.241123196,331
332,17.12168638,16.75473147,0.153397208,332
333,17.11582767,16.71963481,0.126058153,333
334,17.1070493,16.68124755,0.069417701,334
335,17.09238757,16.65017647,0.085730354,335
336,17.07643361,16.61944742,-0.02814869,336
337,17.0595368,16.59702002,-0.184637029,337
338,17.03970036,16.55927163,-0.262161858,338
339,17.01696797,16.53449759,-0.271573599,339
340,16.98987077,16.49128838,-0.278442699,340
341,16.95583628,16.46405599,-0.346348435,341
342,16.91598708,16.43321307,-0.636996419,342
343,16.88465218,16.39751353,-0.497974999,343
344,16.85728018,16.34966224,-0.448921385,344
345,16.82679678,16.3291765,-0.339745483,345
346,16.79629377,16.30478477,-0.317715464,346
347,16.76652721,16.28351192,-0.233503595,347
348,16.73804864,16.25590765,-0.177283116,348
349,16.70900883,16.23020778,-0.136250949,349
350,16.67880866,16.20742476,-0.122026968,350
351,16.6470119,16.1801069,-0.195502172,351
352,16.61480039,16.1572536,-0.275332746,352
353,16.58303613,16.13668699,-0.307391442,353
354,16.55159829,16.10293448,-0.225968672,354
355,16.52039868,16.07246965,-0.271363379,355
356,16.48937322,16.04579236,-0.273048241,356
357,16.45847458,19.02192955,-0.30572411,357
358,16.42841874,19.02192955,-0.361018573,358
359,16.39597656,19.02192955,-0.380410771,359
360,16.361793,19.02192955,-0.373599925,360
361,16.33159143,19.02192955,-0.300495674,361
362,16.30354532,15.94850883,-0.241899961,362
363,16.27482141,15.93005315,-0.178170121,363
364,16.24935475,15.905477,-0.131657293,364
365,16.22476466,15.892677,-0.144879469,365
366,16.19856284,15.87653246,-0.201698867,366
367,16.17118471,15.85100528,-0.143588572,367
368,16.1474513,15.82918117,-0.090695073,368
369,16.12637741,15.81228124,-0.031126959,369
370,16.10574331,15.81174761,-0.087231121,370
371,16.0809283,15.79414299,-0.133419426,371
372,16.05606331,15.78490392,-0.161888643,372
373,16.03341306,15.76899822,-0.229835998,373
374,16.01388021,15.72920685,-0.200811496,374
375,15.99437136,15.71224379,-0.127217838,375
376,15.97262855,15.69694787,-0.104952147,376
377,15.95375799,15.67870399,-0.067737549,377
378,15.93623323,15.65525416,-0.129674224,378
379,15.9189402,15.60773553,-0.174878322,379
380,15.90256706,15.54848148,-0.155459947,380
381,15.88836574,15.48760381,-0.115082414,381
382,15.8734983,15.39485978,-0.16422858,382
383,15.855143,15.30384745,-0.184374512,383
384,15.83724407,15.19674552,-0.162390682,384
385,15.82192944,15.08581384,-0.130622829,385
386,15.80624945,14.97083756,-0.02358077,386
387,15.78955259,14.85041041,0.085989394,387
388,15.776616,14.72072965,0.165958498,388
389,15.7649231,14.57166133,0.077574598,389
390,15.74813422,14.42871267,0.369458231,390
391,15.72612534,14.28203928,0.173687309,391
392,15.69730498,14.13528495,-0.005882097,392
393,15.65976084,13.96848025,-0.299411658,393
394,15.61134754,13.80745006,-0.503160323,394
395,15.5527497,13.65146698,-0.620418838,395
396,15.48897049,13.49139322,-0.721722328,396
397,15.41765722,13.30389988,-0.790417021,397
398,15.33634285,13.11999567,-0.892963721,398
399,15.24622823,12.93787778,-0.952083701,399
400,15.14668911,12.76928091,-1.073847509,400
401,15.03426817,12.5838965,-1.185849464,401
402,14.91469644,12.40403041,-1.185849464,402
403,14.78990631,12.22041728,-1.185849464,403
404,14.65605409,12.03226448,-1.185849464,404
405,14.51558823,11.83927151,-1.185849464,405
406,14.36954496,11.63483255,-1.547819989,406
407,14.21943105,11.45383179,-1.62918564,407
408,14.06259401,11.26689158,-1.636159549,408
409,13.90310134,11.08533456,-1.808962391,409
410,13.73491685,10.90784529,-1.746404372,410
411,13.57089452,10.72888239,-1.726951944,411
412,13.40915942,10.55995009,-1.686549557,412
413,13.23858781,10.39681165,-1.714713462,413
414,13.06081643,10.23054383,-1.855812415,414
415,12.87628935,10.07948468,-1.843489937,415
416,12.69133437,9.932444955,-1.803050271,416
417,12.50681731,9.764737934,-1.85739212,417
418,12.32036892,9.614571892,-1.724099174,418
419,12.14001508,9.471516102,-1.736877786,419
420,11.95810565,9.346283001,-1.699034902,420
421,11.77581189,9.227810587,-1.69237963,421
422,11.58648321,9.091365332,-1.703245413,422
423,11.39652281,8.929446847,-1.700693676,423
424,11.20910334,8.778924222,-1.667385123,424
425,11.02729028,8.625195822,-1.700726419,425
426,10.8480683,8.48578743,-1.698855204,426
427,10.67523984,8.344890854,-1.613633021,427
428,10.50557692,8.216374882,-1.624808567,428
429,10.33897485,8.079818513,-1.585795696,429
430,10.17910914,7.961550468,-1.394850448,430
431,10.02040773,7.861627934,-1.224044062,431
432,9.871561452,7.755102926,-1.618244103,432
433,9.723904481,7.675690528,-1.539076418,433
434,9.569611114,7.598989795,-1.884855724,434
435,9.414976639,7.530376656,-1.655045796,435
436,9.269098596,7.466972167,-1.230509953,436
437,9.133363309,7.375854375,-1.119824264,437
438,9.001278721,7.296302725,-1.363984893,438
439,8.867355878,7.198259328,-1.390194127,439
440,8.723836774,7.076585204,-1.304502163,440
441,8.57931731,6.932805311,-1.320575873,441
442,8.473840677,6.794965584,-1.196040378,442
443,8.359337485,6.622311293,-0.916471821,443
444,8.247251703,6.463814347,-0.623332928,444
445,8.139181194,6.276083512,-0.288843627,445
446,8.037793676,6.100613132,-0.291047122,446
447,7.945786122,5.972547165,-0.255968115,447
448,7.859123759,5.798141024,-0.314222408,448
449,7.775612055,5.640170414,-0.524451919,449
450,7.695900829,5.513353573,-0.641199407,450
451,7.618212594,5.377204413,-0.810263325,451
452,7.537498672,5.262843125,-0.865520178,452
453,7.450824003,5.158691388,-1.084044087,453
454,7.356797213,5.050607186,-1.254014465,454
455,7.250650619,4.935904481,-1.38330732,455
456,7.131155766,4.817204196,-1.598214609,456
457,6.999667559,4.6955863,-1.66072481,457
458,6.856424371,4.571422424,-1.706347491,458
459,6.703851659,6.373957931,-1.687234617,459
460,6.548221782,6.373957931,-1.704731388,460
461,6.387358945,6.373957931,-1.575993473,461
462,6.221175878,6.373957931,-1.466311814,462
463,6.056363062,6.373957931,-1.328610001,463
464,5.900805207,3.56103463,-1.186180945,464
465,5.754252971,3.360205465,-1.150363379,465
466,5.612022487,3.136719424,-1.150427304,466
467,5.474446925,2.892116363,-1.077099531,467
468,5.348523353,2.642096687,-1.149366445,468
469,5.230353689,2.412280285,-1.107771453,469
470,5.110338767,2.211925067,-1.229403492,470
471,4.991978801,2.050981107,-1.271006605,471
472,4.871825258,1.936016102,-1.332816562,472
473,4.746609946,1.836421636,-1.477507755,473
474,4.61544939,1.763455513,-1.562145601,474
475,4.476197535,1.69423622,-1.681569343,475
476,4.328038591,1.648020808,-1.815899294,476
477,4.168125675,1.575279408,-1.950626387,477
478,3.997382985,1.540237336,-2.080402303,478
479,3.812732839,1.510080788,-2.238010815,479
480,3.611178518,1.476409385,-2.363522469,480
481,3.39728652,1.470438019,-2.386992974,481
482,3.173639721,1.473160108,-2.288820105,482
483,2.94662564,1.509715456,-1.934153598,483
484,2.726909581,1.537505762,-1.65957936,484
485,2.524527031,1.60082585,-1.338639356,485
486,2.345301069,1.682718883,-1.088680197,486
487,2.189729705,1.986533951,-0.906249057,487
488,2.057426183,1.986533951,-0.74689767,488
489,1.945856481,1.986533951,-0.646319142,489
490,1.85167071,1.986533951,-0.557189436,490
491,1.7731742,1.986533951,-0.460692491,491
492,1.707629386,2.288626019,-0.364059643,492
493,1.653788229,2.394616941,-0.283050698,493
494,1.609990172,2.481969536,-0.176757548,494
495,1.57952515,2.577654399,-0.041528817,495
496,1.561793136,2.670118767,0.120059399,496
497,1.560108135,2.758983204,0.311367981,497
498,1.573136382,2.842443588,0.513885728,498
499,1.598404259,2.955279034,0.677415138,499
500,1.636357085,3.032078222,0.802007094,500
501,1.688821128,3.111730749,0.91390388,501
502,1.754127305,3.203600409,0.974606933,502
503,1.831057446,3.295362638,1.024151709,503
504,1.916471264,3.363445343,1.081275778,504
505,2.010328324,3.438679973,1.102003303,505
506,2.11034763,3.498725981,1.064720854,506
507,2.21411365,3.562819467,1.079438734,507
508,2.315361539,3.608070506,1.090180487,508
509,2.426027914,3.66816878,1.003681739,509
510,2.536063913,3.752430562,0.966756318,510
511,2.644139119,3.826562085,0.960770651,511
512,2.747781546,3.926619548,0.972125141,512
513,7.633439948,3.975350448,0.980412145,513
514,7.633439948,4.014387089,0.986460363,514
515,7.633439948,4.080639634,0.807438549,515
516,7.633439948,4.149124062,0.776360171,516
517,7.633439948,4.279212096,0.690785443,517
518,3.349195304,4.412750826,0.743631931,518
519,3.437213467,4.503410435,0.745514398,519
520,3.523965903,4.612198712,0.642067695,520
521,3.606792852,4.71172758,0.598013944,521
522,3.688255796,4.807275192,0.628753954,522
523,3.766472018,7.13228407,0.572573901,523
524,3.841568146,7.13228407,0.568258453,524
525,3.913636328,7.13228407,0.565108849,525
526,3.980493148,7.13228407,5.365461466,526
527,4.043546487,7.13228407,5.365461466,527
528,4.108326303,5.523249463,5.365461466,528
529,4.178868871,5.641540477,5.365461466,529
530,4.251366136,5.744950473,5.365461466,530
531,4.323038812,5.856380867,0.894256302,531
532,4.395610386,5.983521549,0.918339026,532
533,4.472589943,6.08297833,0.972602866,533
534,4.555788887,6.200824703,0.944073596,534
535,4.645027457,6.293220369,0.928492716,535
536,4.737923789,6.378425107,1.042905839,536
537,4.834239939,6.492117348,1.042553059,537
538,8.865802785,6.607581209,1.078982797,538
539,8.865802785,6.708927824,1.131775969,539
540,13.19680279,6.829542084,1.154583645,540
541,13.19680279,6.928816905,2.005783503,541
542,13.19680279,7.037645578,2.005783503,542
543,13.19680279,7.159416714,2.005783503,543
544,13.19680279,7.269253932,2.005783503,544
545,5.676720792,7.400507455,2.005783503,545
546,5.782067183,7.524623579,0.860945175,546
547,5.884468225,7.656163833,0.993606686,547
548,5.979466705,7.784098514,0.948921043,548
549,6.078067588,7.903709768,0.973958839,549
550,6.183050133,8.033211642,1.118017251,550
551,6.29193953,8.15785398,1.134059869,551
552,6.400678883,8.291305481,1.145768475,552
553,6.510058681,8.421329375,1.143831867,553
554,6.622157656,8.527610618,1.231515964,554
555,6.739242641,8.657934888,1.52087597,555
556,6.858465916,8.797337955,1.454288956,556
557,6.978499585,8.913380056,1.557680722,557
558,7.102876646,9.033474473,1.350124912,558
559,7.223669797,9.141810228,0.795082245,559
560,7.344848961,9.2682195,0.982224249,560
561,7.464058642,9.404071198,1.066398374,561
562,7.581080414,9.558337366,1.237893976,562
563,7.701758542,9.692862903,1.258238367,563
564,7.82735645,9.814091207,0.974347854,564
565,7.956544759,9.941441439,1.170711476,565
566,8.082350358,10.06562403,1.298303155,566
567,8.209439308,10.19499156,1.265640417,567
568,8.337464632,10.32772672,1.173668323,568
569,8.469925834,10.43598677,1.022686574,569
570,8.600371346,10.55387219,1.116893672,570
571,8.726344014,10.67295187,1.20661426,571
572,8.852053909,10.81622655,0.742752192,572
573,8.979072739,10.92440424,1.316144651,573
574,9.104795946,11.03098431,1.331072227,574
575,9.225821081,11.15861116,1.321002903,575
576,9.344167851,11.27230555,1.282207687,576
577,9.463561538,11.40248719,1.070457171,577
578,9.586721017,11.53401161,1.434774394,578
579,9.711878712,11.64694134,1.108432607,579
580,9.842997216,11.76795718,1.242367248,580
581,9.976214968,11.88293534,1.324395522,581
582,10.10796314,12.00766746,1.310888921,582
583,10.23563703,12.11911055,1.196210602,583
584,10.73908928,12.23654245,1.17540571,584
585,10.73908928,12.35084839,0.945339137,585
586,10.73908928,12.47536761,0.761703387,586
587,10.73908928,12.58165743,0.842560226,587
588,10.73908928,12.71615269,0.974947515,588
589,10.99675904,12.82222664,1.181631196,589
590,11.12445782,12.93809998,1.222416356,590
591,11.24917629,13.01614433,1.110675328,591
592,11.37096912,13.12113991,1.175870687,592
593,11.49137717,13.23969691,1.113391475,593
594,11.61227527,13.36495864,1.093996562,594
595,11.73353103,13.46026742,1.085082336,595
596,14.85829733,13.53912969,0.984237794,596
597,14.85829733,13.63542047,1.078350008,597
598,14.85829733,13.72707732,1.057939704,598
599,14.85829733,13.8290966,1.221238408,599
600,14.85829733,13.92660067,1.146502823,600
601,12.45319555,14.00803692,0.992377942,601
602,12.57090084,14.0952385,1.162906502,602
603,12.68157173,14.16249187,0.993868004,603
604,12.79311173,14.22018376,0.519347261,604
605,12.90678733,14.31199101,0.576580595,605
606,13.02202129,14.37566413,0.634075079,606
607,13.13163899,15.29295578,0.838509017,607
608,13.23415571,15.29295578,1.139703742,608
609,13.32848812,15.29295578,0.641507661,609
610,13.42660315,15.29295578,1.011646617,610
611,13.53723424,15.29295578,1.066907984,611
612,13.63974036,14.75508397,1.468871255,612
613,13.73331454,14.81914072,1.007533257,613
614,13.82412227,14.88685572,0.91715702,614
615,13.91516187,14.96876338,0.851196484,615
616,14.00411975,15.03923298,1.316676587,616
617,14.09005705,15.13064791,1.027480687,617
618,14.17454056,15.18237285,0.837376979,618
